,Frame,Tumo,Games
721,27671,7,14
722,27698,8,14
723,27722,9,14
724,27742,10,14
725,27768,11,14
726,27793,12,14
727,27816,13,14
728,27850,14,14
729,27870,15,14
730,27891,16,14
731,27909,17,14
732,27931,18,14
733,27950,19,14
734,27989,20,14
735,28010,21,14
736,28027,22,14
737,28046,23,14
738,28067,24,14
739,28086,25,14
740,28104,26,14
741,28150,27,14
742,28239,28,14
743,28276,29,14
744,28295,30,14
745,28312,31,14
746,28342,32,14
747,28359,33,14
748,28386,34,14
749,28424,35,14
750,28443,36,14
751,28466,37,14
752,28496,38,14
753,28597,39,14
754,28617,40,14
755,28638,41,14
756,28655,42,14
757,28674,43,14
758,28843,44,14
759,29108,45,14
760,29136,46,14
761,29161,47,14
762,29186,48,14
763,29211,49,14
764,29238,50,14
765,29264,51,14
766,29290,52,14
767,29313,53,14
768,29337,54,14
769,29359,55,14
770,29380,56,14
771,29403,57,14
772,29425,58,14
773,29446,59,14
774,29470,60,14
775,29489,61,14
776,29517,62,14
777,29538,63,14
778,29729,64,14
779,29814,1,15
780,29839,2,15
781,29866,3,15
782,29892,4,15
783,29916,5,15
784,29949,6,15
785,29971,7,15
786,29995,8,15
787,30023,9,15
788,30048,10,15
789,30083,11,15
790,30106,12,15
791,30126,13,15
792,30147,14,15
793,30167,15,15
794,30202,16,15
795,30222,17,15
796,30240,18,15
797,30273,19,15
798,30291,20,15
799,30314,21,15
800,30343,22,15
801,30361,23,15
802,30397,24,15
803,30417,25,15
804,30448,26,15
805,30465,27,15
806,30484,28,15
807,30570,29,15
808,30591,30,15
809,30614,31,15
810,30656,32,15
811,30691,33,15
812,30713,34,15
813,30729,35,15
814,30827,36,15
815,30846,37,15
816,30865,38,15
817,30896,39,15
818,30914,40,15
819,30931,41,15
820,30960,42,15
821,31186,43,15
822,31287,44,15
823,31313,45,15
824,31337,46,15
825,31521,47,15
826,31605,1,16
827,31632,2,16
828,31657,3,16
829,31679,4,16
830,31704,5,16
831,31727,6,16
832,31750,7,16
833,31776,8,16
834,31798,9,16
835,31826,10,16
836,31852,11,16
837,31885,12,16
838,31904,13,16
839,31925,14,16
840,31951,15,16
841,31977,16,16
842,32002,17,16
843,32025,18,16
844,32048,19,16
845,32068,20,16
846,32088,21,16
847,32135,22,16
848,32276,23,16
849,32301,24,16
850,32321,25,16
851,32339,26,16
852,32358,27,16
853,32668,28,16
854,32752,1,17
855,32778,2,17
856,32803,3,17
857,32828,4,17
858,32854,5,17
859,32879,6,17
860,32904,7,17
861,32929,8,17
862,32952,9,17
863,32974,10,17
864,32996,11,17
865,33016,12,17
866,33052,13,17
867,33072,14,17
868,33092,15,17
869,33120,16,17
870,33146,17,17
871,33169,18,17
872,33202,19,17
873,33220,20,17
874,33239,21,17
875,33267,22,17
876,33291,23,17
877,33315,24,17
878,33349,25,17
879,33366,26,17
880,33385,27,17
881,33416,28,17
882,33438,29,17
883,33456,30,17
884,33472,31,17
885,33652,32,17
886,33672,33,17
887,33690,34,17
888,33873,35,17
889,33957,1,18
890,33984,2,18
891,34008,3,18
892,34034,4,18
893,34057,5,18
894,34082,6,18
895,34108,7,18
896,34135,8,18
897,34161,9,18
898,34183,10,18
899,34218,11,18
900,34250,12,18
901,34271,13,18
902,34290,14,18
903,34316,15,18
904,34336,16,18
905,34370,17,18
906,34388,18,18
907,34412,19,18
908,34434,20,18
909,34455,21,18
910,34478,22,18
911,34501,23,18
912,34523,24,18
913,34542,25,18
914,34572,26,18
915,34590,27,18
916,34619,28,18
917,34637,29,18
918,34657,30,18
919,34674,31,18
920,34703,32,18
921,34735,33,18
922,34753,34,18
923,34833,35,18
924,34864,36,18
925,34886,37,18
926,34969,38,18
927,35171,39,18
928,35255,1,19
929,35281,2,19
930,35305,3,19
931,35331,4,19
932,35364,5,19
933,35397,6,19
934,35422,7,19
935,35447,8,19
936,35472,9,19
937,35496,10,19
938,35518,11,19
939,35542,12,19
940,35566,13,19
941,35590,14,19
942,35611,15,19
943,35633,16,19
944,35656,17,19
945,35675,18,19
946,35717,19,19
947,35740,20,19
948,35762,21,19
949,35780,22,19
950,35803,23,19
951,35824,24,19
952,35842,25,19
953,35861,26,19
954,35879,27,19
955,35898,28,19
956,35916,29,19
957,35944,30,19
958,36006,31,19
959,36082,32,19
960,36111,33,19
961,36129,34,19
962,36147,35,19
963,36194,36,19
964,36227,37,19
965,36276,38,19
966,36296,39,19
967,36313,40,19
968,36356,41,19
969,36373,42,19
970,36390,43,19
971,36409,44,19
972,36446,45,19
973,36477,46,19
974,36525,47,19
975,36642,48,19
976,36701,49,19
977,36718,50,19
978,36735,51,19
979,36752,52,19
980,36788,53,19
981,36839,54,19
982,36867,55,19
983,36882,56,19
984,36897,57,19
985,37113,58,19
986,37291,59,19
987,37320,60,19
988,37515,61,19
989,37600,1,20
990,37626,2,20
991,37650,3,20
992,37675,4,20
993,37703,5,20
994,37730,6,20
995,37755,7,20
996,37780,8,20
997,37802,9,20
998,37828,10,20
999,37849,11,20
1000,37874,12,20
1001,37897,13,20
1002,37917,14,20
1003,37940,15,20
1004,37958,16,20
1005,37977,17,20
1006,38009,18,20
1007,38026,19,20
1008,38047,20,20
1009,38068,21,20
1010,38093,22,20
1011,38117,23,20
1012,38146,24,20
1013,38168,25,20
1014,38190,26,20
1015,38220,27,20
1016,38240,28,20
1017,38258,29,20
1018,38276,30,20
1019,38305,31,20
1020,38334,32,20
1021,38357,33,20
1022,38375,34,20
1023,38391,35,20
1024,38509,36,20
1025,38909,37,20
1026,38935,38,20
1027,38959,39,20
1028,38985,40,20
1029,39011,41,20
1030,39034,42,20
1031,39056,43,20
1032,39104,44,20
1033,39128,45,20
1034,39152,46,20
1035,39186,47,20
1036,39208,48,20
1037,39230,49,20
1038,39253,50,20
1039,39273,51,20
1040,39304,52,20
1041,39326,53,20
1042,39346,54,20
1043,39367,55,20
1044,39384,56,20
1045,39407,57,20
1046,39425,58,20
1047,39735,59,20
1048,39752,60,20
1049,39777,61,20
1050,39798,62,20
1051,39819,63,20
1052,39838,64,20
1053,39856,65,20
1054,39876,66,20
1055,39892,67,20
1056,40126,68,20
1057,40146,69,20
1058,40165,70,20
1059,40182,71,20
1060,40200,72,20
1061,40217,73,20
1062,40236,74,20
1063,40464,75,20
1064,40548,1,21
1065,40577,2,21
1066,40601,3,21
1067,40625,4,21
1068,40651,5,21
1069,40678,6,21
1070,40711,7,21
1071,40733,8,21
1072,40757,9,21
1073,40779,10,21
1074,40806,11,21
1075,40826,12,21
1076,40849,13,21
1077,40870,14,21
1078,40898,15,21
1079,40924,16,21
1080,40946,17,21
1081,40968,18,21
1082,40985,19,21
1083,41015,20,21
1084,41035,21,21
1085,41059,22,21
1086,41088,23,21
1087,41107,24,21
1088,41129,25,21
1089,41160,26,21
1090,41188,27,21
1091,41210,28,21
1092,41227,29,21
1093,41246,30,21
1094,41262,31,21
1095,41281,32,21
1096,41299,33,21
1097,41316,34,21
1098,41458,35,21
1099,41478,36,21
1100,41495,37,21
1101,41514,38,21
1102,41575,39,21
1103,41709,40,21
1104,41797,41,21
1105,41845,42,21
1106,41874,43,21
1107,41902,44,21
1108,41933,45,21
1109,41952,46,21
1110,42033,47,21
1111,42079,48,21
1112,42097,49,21
1113,42198,50,21
1114,42305,51,21
1115,42325,52,21
1116,42350,53,21
1117,42454,54,21
1118,42512,55,21
1119,42547,56,21
1120,42575,57,21
1121,42601,58,21
1122,42637,59,21
1123,42870,60,21
1124,42955,1,22
1125,42981,2,22
1126,43005,3,22
1127,43030,4,22
1128,43052,5,22
1129,43076,6,22
1130,43110,7,22
1131,43135,8,22
1132,43156,9,22
1133,43184,10,22
1134,43205,11,22
1135,43225,12,22
1136,43248,13,22
1137,43266,14,22
1138,43285,15,22
1139,43312,16,22
1140,43337,17,22
1141,43356,18,22
1142,43379,19,22
1143,43410,20,22
1144,43430,21,22
1145,43450,22,22
1146,43469,23,22
1147,43496,24,22
1148,43514,25,22
1149,43531,26,22
1150,43549,27,22
1151,43633,28,22
1152,43650,29,22
1153,43752,30,22
1154,43773,31,22
1155,43803,32,22
1156,43840,33,22
1157,43856,34,22
1158,43897,35,22
1159,43930,36,22
1160,43953,37,22
1161,43985,38,22
1162,44005,39,22
1163,44032,40,22
1164,44090,41,22
1165,44109,42,22
1166,44128,43,22
1167,44146,44,22
1168,44246,45,22
1169,44265,46,22
1170,44296,47,22
1171,44445,48,22
1172,44463,49,22
1173,44521,50,22
1174,44541,51,22
1175,44634,52,22
1176,44653,53,22
1177,44670,54,22
1178,44689,55,22
1179,44720,56,22
1180,44739,57,22
1181,44757,58,22
1182,44773,59,22
1183,44793,60,22
1184,44808,61,22
1185,44829,62,22
1186,45103,63,22
1187,45120,64,22
1188,45153,65,22
1189,45177,66,22
1190,45198,67,22
1191,45381,68,22
1192,45408,69,22
1193,45459,70,22
1194,45483,71,22
1195,45516,72,22
1196,45537,73,22
1197,45559,74,22
1198,45594,75,22
1199,45616,76,22
1200,45639,77,22
1201,45669,78,22
1202,45691,79,22
1203,45714,80,22
1204,45736,81,22
1205,45758,82,22
1206,45777,83,22
1207,45795,84,22
1208,45816,85,22
1209,45835,86,22
1210,45866,87,22
1211,45884,88,22
1212,46012,89,22
1213,46053,90,22
1214,46094,91,22
1215,46119,92,22
1216,46145,93,22
1217,46169,94,22
1218,46190,95,22
1219,46208,96,22
1220,46226,97,22
1221,46247,98,22
1222,46481,99,22
1223,46565,1,23
1224,46591,2,23
1225,46618,3,23
1226,46644,4,23
1227,46670,5,23
1228,46696,6,23
1229,46723,7,23
1230,46745,8,23
1231,46769,9,23
1232,46794,10,23
1233,46816,11,23
1234,46839,12,23
1235,46862,13,23
1236,46896,14,23
1237,46933,15,23
1238,46957,16,23
1239,46977,17,23
1240,46998,18,23
1241,47085,19,23
1242,47110,20,23
1243,47130,21,23
1244,47153,22,23
1245,47170,23,23
1246,47193,24,23
1247,47284,25,23
1248,47305,26,23
1249,47505,27,23
1250,47590,1,24
1251,47617,2,24
1252,47643,3,24
1253,47666,4,24
1254,47689,5,24
1255,47711,6,24
1256,47734,7,24
1257,47761,8,24
1258,47799,9,24
1259,47824,10,24
1260,47846,11,24
1261,47866,12,24
1262,47887,13,24
1263,47914,14,24
1264,47941,15,24
1265,47965,16,24
1266,47988,17,24
1267,48006,18,24
1268,48031,19,24
1269,48050,20,24
1270,48072,21,24
1271,48094,22,24
1272,48128,23,24
1273,48201,24,24
1274,48219,25,24
1275,48237,26,24
1276,48257,27,24
1277,48281,28,24
1278,48303,29,24
1279,48324,30,24
1280,48341,31,24
1281,48393,32,24
1282,48440,33,24
1283,48458,34,24
1284,48478,35,24
1285,48512,36,24
1286,48527,37,24
1287,48670,38,24
1288,48693,39,24
1289,48713,40,24
1290,48753,41,24
1291,48909,42,24
1292,48939,43,24
1293,49016,44,24
1294,49038,45,24
1295,49059,46,24
1296,49075,47,24
1297,49098,48,24
1298,49115,49,24
1299,49253,50,24
1300,49271,51,24
1301,49298,52,24
1302,49314,53,24
1303,49331,54,24
1304,49455,55,24
1305,49474,56,24
1306,49493,57,24
1307,49674,58,24
1308,49759,1,25
1309,49786,2,25
1310,49812,3,25
1311,49835,4,25
1312,49860,5,25
1313,49882,6,25
1314,49906,7,25
1315,49931,8,25
1316,49958,9,25
1317,49980,10,25
1318,50002,11,25
1319,50052,12,25
1320,50072,13,25
1321,50092,14,25
1322,50114,15,25
1323,50139,16,25
1324,50156,17,25
1325,50193,18,25
1326,50213,19,25
1327,50237,20,25
1328,50260,21,25
1329,50278,22,25
1330,50299,23,25
1331,50317,24,25
1332,50339,25,25
1333,50355,26,25
1334,50393,27,25
1335,50479,28,25
1336,50497,29,25
1337,50527,30,25
1338,50671,31,25
1339,50694,32,25
1340,50715,33,25
1341,50734,34,25
1342,50753,35,25
1343,50796,36,25
1344,50825,37,25
1345,50840,38,25
1346,50897,39,25
1347,50933,40,25
1348,51131,41,25
1349,51189,42,25
1350,51212,43,25
1351,51240,44,25
1352,51265,45,25
1353,51298,46,25
1354,51318,47,25
1355,51336,48,25
1356,51353,49,25
1357,51374,50,25
1358,51393,51,25
1359,51411,52,25
1360,51429,53,25
1361,51670,54,25
1362,51755,1,26
1363,51781,2,26
1364,51805,3,26
1365,51830,4,26
1366,51854,5,26
1367,51881,6,26
1368,51903,7,26
1369,52033,8,26
1370,52060,9,26
1371,52085,10,26
1372,52111,11,26
1373,52134,12,26
1374,52155,13,26
1375,52179,14,26
1376,52207,15,26
1377,52229,16,26
1378,52254,17,26
1379,52288,18,26
1380,52381,19,26
1381,52402,20,26
1382,52436,21,26
1383,52471,22,26
1384,52607,23,26
1385,52634,24,26
1386,52658,25,26
1387,52683,26,26
1388,52709,27,26
1389,52733,28,26
1390,52756,29,26
1391,52778,30,26
1392,52800,31,26
1393,52825,32,26
1394,52846,33,26
1395,52867,34,26
1396,52917,35,26
1397,53092,36,26
1398,53119,37,26
1399,53144,38,26
1400,53169,39,26
1401,53378,40,26
1402,53462,1,27
1403,53489,2,27
1404,53515,3,27
1405,53539,4,27
1406,53564,5,27
1407,53590,6,27
1408,53618,7,27
1409,53654,8,27
1410,53676,9,27
1411,53702,10,27
1412,53726,11,27
1413,53756,12,27
1414,53778,13,27
1415,53799,14,27
1416,53829,15,27
1417,53857,16,27
1418,53875,17,27
1419,53899,18,27
1420,53922,19,27
1421,53947,20,27
1422,53967,21,27
1423,54002,22,27
1424,54023,23,27
1425,54041,24,27
1426,54076,25,27
1427,54110,26,27
1428,54131,27,27
1429,54155,28,27
1430,54186,29,27
1431,54206,30,27
1432,54321,31,27
1433,54334,32,27
1434,54406,33,27
1435,54428,34,27
1436,54456,35,27
1437,54484,36,27
1438,54503,37,27
1439,54552,38,27
1440,54567,39,27
1441,54585,40,27
1442,54608,41,27
1443,54630,42,27
1444,54654,43,27
1445,54681,44,27
1446,55026,45,27
1447,55292,46,27
1448,55377,1,28
1449,55403,2,28
1450,55427,3,28
1451,55452,4,28
1452,55478,5,28
1453,55503,6,28
1454,55528,7,28
1455,55551,8,28
1456,55578,9,28
1457,55600,10,28
1458,55624,11,28
1459,55650,12,28
1460,55673,13,28
1461,55697,14,28
1462,55719,15,28
1463,55738,16,28
1464,55833,17,28
1465,56062,18,28
1466,56088,19,28
1467,56288,20,28
1468,56373,1,29
1469,56399,2,29
1470,56424,3,29
1471,56449,4,29
1472,56474,5,29
1473,56496,6,29
1474,56518,7,29
1475,56540,8,29
1476,56561,9,29
1477,56580,10,29
1478,56602,11,29
1479,56628,12,29
1480,56652,13,29
1481,56678,14,29
1482,56705,15,29
1483,56726,16,29
1484,56751,17,29
1485,56773,18,29
1486,56792,19,29
1487,56811,20,29
1488,56836,21,29
1489,56859,22,29
1490,56880,23,29
1491,56903,24,29
1492,56922,25,29
1493,56957,26,29
1494,56993,27,29
1495,57011,28,29
1496,57042,29,29
1497,57064,30,29
1498,57100,31,29
1499,57117,32,29
